ID,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,department,salary,left
201910386,0.75,0.9,5,256,5,0,0,support,low,1
201910388,0.1,0.97,6,247,4,0,0,management,medium,1
201910392,0.45,0.55,2,148,3,0,0,sales,low,1
201910415,0.91,0.97,5,233,5,0,0,hr,medium,1
201910425,0.45,0.46,2,130,3,0,0,technical,low,1
201910427,0.74,0.92,4,261,5,0,0,technical,medium,1
201910433,0.44,0.51,2,150,3,0,0,support,low,1
201910437,0.11,0.85,6,261,4,0,0,support,low,1
201910440,0.41,0.52,2,136,3,0,0,technical,low,1
201910443,0.77,1.0,5,229,5,0,0,management,low,1
201910447,0.44,0.46,2,143,3,0,0,IT,low,1
201910450,0.81,0.92,5,239,5,0,0,product_mng,low,1
201910477,0.11,0.87,5,271,4,0,0,sales,low,1
201910484,0.42,0.54,2,143,3,1,0,sales,low,1
201910487,0.38,0.49,2,135,3,0,0,accounting,low,1
201910502,0.66,0.57,5,161,5,0,0,technical,high,1
201910516,0.88,1.0,5,219,6,1,0,technical,low,1
201910528,0.09,0.9,7,289,4,0,0,product_mng,low,1
201910531,0.4,0.56,2,137,3,0,0,accounting,medium,1
201910543,0.77,0.91,5,236,5,0,0,marketing,medium,1
201910553,0.82,0.85,5,248,5,0,0,sales,low,1
201910558,0.43,0.57,2,157,3,0,0,sales,low,1
201910563,0.4,0.57,2,160,3,0,0,accounting,low,1
201910570,0.25,0.46,4,214,4,0,0,technical,medium,1
201910578,0.57,0.72,4,275,6,0,0,technical,medium,1
201910597,0.86,0.84,5,222,5,0,0,IT,low,1
201910598,0.11,0.9,6,263,4,0,0,IT,low,1
201910605,0.11,0.79,6,292,4,0,0,IT,low,1
201910608,0.11,0.88,5,250,4,0,0,RandD,medium,1
201910609,0.45,0.49,2,134,3,0,0,RandD,medium,1
201910611,0.09,0.95,7,256,4,0,0,marketing,medium,1
201910622,0.1,0.86,6,247,4,0,0,sales,medium,1
201910627,0.44,0.49,2,145,3,0,0,sales,low,1
201910633,0.11,0.89,6,260,5,0,0,sales,low,1
201910635,0.82,0.92,5,225,5,0,0,sales,low,1
201910639,0.84,0.83,4,227,5,0,0,accounting,low,1
201910651,0.39,0.45,2,134,3,0,0,technical,medium,1
201910655,0.1,0.89,7,308,4,0,0,technical,medium,1
201910656,0.77,1.0,4,232,5,0,0,technical,medium,1
201910666,0.75,0.85,5,267,5,0,0,support,low,1
201910670,0.72,0.6,3,153,5,0,0,technical,low,1
201910678,0.73,0.89,5,236,6,0,0,product_mng,low,1
201910679,0.43,0.47,2,158,3,0,0,product_mng,low,1
201910680,0.86,1.0,5,229,5,0,0,product_mng,low,1
201910691,0.36,0.49,2,145,3,0,0,technical,medium,1
201910697,0.1,0.81,7,291,4,0,0,sales,high,1
201910698,0.11,0.8,6,306,4,0,0,sales,low,1
201910700,0.38,0.45,2,156,3,0,0,sales,medium,1
201910716,0.36,0.45,2,127,3,0,0,accounting,low,1
201910721,0.42,0.49,2,139,3,0,0,hr,low,1
201910723,0.44,0.47,2,130,3,0,0,technical,low,1
201910729,0.43,0.49,2,160,3,0,0,technical,medium,1
201910734,0.38,0.45,2,129,3,0,0,support,medium,1
201910738,0.42,0.56,2,143,3,0,0,support,medium,1
201910740,0.11,0.85,7,275,4,0,0,support,medium,1
201910742,0.5,0.54,5,153,4,0,0,support,low,1
201910746,0.11,0.78,6,245,4,0,0,technical,low,1
201910774,0.42,0.54,2,159,3,0,0,sales,medium,1
201910782,0.91,0.96,4,232,5,0,0,sales,low,1
201910799,0.11,0.93,6,253,4,1,0,technical,low,1
201910807,0.45,0.54,2,138,3,0,0,technical,medium,1
201910808,0.86,1.0,5,227,5,0,0,technical,medium,1
201910809,0.71,1.0,4,300,5,0,0,support,medium,1
201910814,0.15,0.55,6,139,4,0,0,support,high,1
201910831,0.72,0.95,4,220,5,0,0,product_mng,low,1
201910837,0.43,0.56,2,133,3,0,0,RandD,low,1
201910845,0.39,0.47,2,152,3,0,0,marketing,medium,1
201910848,0.79,0.94,5,227,6,0,0,sales,medium,1
201910856,0.42,0.56,2,156,3,0,0,sales,medium,1
201910858,0.11,0.78,6,303,4,0,0,sales,medium,1
201910866,0.82,0.85,5,218,5,0,0,sales,low,1
201910904,0.43,0.47,2,128,3,0,0,IT,low,1
201910919,0.11,0.85,6,259,4,0,0,technical,medium,1
201910920,0.82,0.86,4,264,5,0,0,management,medium,1
201910923,0.43,0.47,2,137,3,0,0,marketing,medium,1
201910927,0.78,0.87,4,236,5,0,0,sales,medium,1
201910928,0.46,0.86,2,212,4,0,0,sales,medium,1
201910945,0.11,0.85,7,272,4,0,0,accounting,low,1
201910947,0.37,0.46,2,131,3,0,0,hr,low,1
201910950,0.11,0.95,6,285,4,0,0,technical,low,1
201910951,0.09,0.9,7,289,5,0,0,technical,low,1
201910968,0.85,0.92,4,275,5,0,0,support,medium,1
201910992,0.76,0.91,4,219,5,0,0,sales,low,1
201910993,0.45,0.57,2,151,3,0,0,accounting,low,1
201910994,0.84,0.88,4,269,5,0,0,support,low,1
201910996,0.38,0.46,2,144,3,0,0,management,low,1
201911004,0.43,0.48,2,160,3,0,0,sales,medium,1
201911014,0.11,0.78,7,248,4,0,0,sales,medium,1
201911018,0.92,0.87,4,229,6,0,0,sales,low,1
201911025,0.42,0.47,2,129,3,0,0,hr,low,1
201911038,0.09,0.97,7,268,4,0,0,support,medium,1
201911050,0.74,0.89,5,232,6,0,0,technical,medium,1
201911053,0.37,0.48,2,129,3,0,0,IT,medium,1
201911054,0.09,0.78,6,244,4,0,0,IT,low,1
201911056,0.1,0.8,7,292,5,0,0,IT,low,1
201911060,0.7,0.93,2,310,3,0,0,product_mng,low,1
201911068,0.45,0.57,2,136,3,0,0,sales,low,1
201911069,0.74,1.0,5,223,5,0,0,accounting,low,1
201911070,0.1,0.89,6,244,4,1,0,support,low,1
201911078,0.8,0.95,5,244,5,0,0,sales,medium,1
201911098,0.38,0.48,2,134,3,0,0,hr,low,1
201911099,0.42,0.48,2,132,3,0,0,hr,low,1
201911100,0.44,0.46,2,153,3,0,0,hr,low,1
201911106,0.37,0.49,2,130,3,0,0,technical,low,1
201911114,0.1,0.87,6,306,4,0,0,support,medium,1
201911123,0.39,0.57,2,131,3,0,0,support,medium,1
201911130,0.11,0.93,6,290,4,0,0,IT,medium,1
201911137,0.86,0.91,5,265,5,0,0,IT,low,1
201911139,0.09,0.92,6,303,5,0,0,sales,low,1
201911140,0.42,0.46,2,132,3,0,0,sales,low,1
201911147,0.8,0.95,5,217,5,0,0,support,low,1
201911151,0.43,0.46,2,129,3,0,0,marketing,low,1
201911152,0.79,0.96,4,234,5,0,0,marketing,low,1
201911156,0.11,0.89,6,301,4,0,0,sales,medium,1
201911163,0.35,0.8,6,281,2,0,0,sales,medium,1
201911176,0.78,0.71,4,296,3,0,0,hr,low,1
201911186,0.43,0.49,2,135,3,0,0,technical,low,1
201911192,0.09,0.77,6,256,5,0,0,support,medium,1
201911196,0.8,0.85,4,264,5,0,0,support,medium,1
201911197,0.37,0.55,2,159,3,0,0,support,medium,1
201911204,0.42,0.97,6,259,4,0,0,management,high,1
201911212,0.09,0.77,6,244,4,0,0,product_mng,low,1
201911215,0.09,0.87,7,278,4,0,0,IT,low,1
201911218,0.76,0.95,4,259,5,0,0,RandD,low,1
201911221,0.36,0.52,2,137,3,0,0,marketing,low,1
201911244,0.82,0.85,4,274,5,0,0,sales,low,1
201911246,0.1,0.93,6,288,4,0,0,sales,medium,1
201911248,0.09,0.94,7,247,4,0,0,sales,medium,1
201911253,0.42,0.5,2,155,3,0,0,hr,low,1
201911262,0.44,0.56,2,145,3,0,0,technical,low,1
201911263,0.11,0.84,6,252,4,0,0,technical,low,1
201911270,0.45,0.55,2,129,3,0,0,support,medium,1
201911272,0.11,0.97,6,288,4,0,0,support,medium,1
201911277,0.44,0.54,2,139,3,0,0,support,medium,1
201911280,0.85,0.84,5,272,6,0,0,technical,medium,1
201911294,0.72,1.0,2,240,2,0,0,RandD,low,1
201911295,0.44,0.55,2,137,3,0,0,RandD,low,1
201911296,0.38,0.5,2,139,3,0,0,RandD,low,1
201911303,0.09,0.78,7,290,4,0,0,management,low,1
201911305,0.89,0.98,4,242,6,0,0,marketing,low,1
201911339,0.51,0.79,4,134,3,0,0,technical,low,1
201911341,0.1,0.96,6,275,4,0,0,technical,low,1
201911350,0.87,0.85,5,221,6,0,0,support,medium,1
201911356,0.83,0.95,5,221,5,0,0,technical,medium,1
201911362,0.75,0.89,5,272,5,0,0,IT,medium,1
201911370,0.11,0.89,6,284,4,0,0,RandD,low,1
201911375,0.78,0.81,4,253,5,0,0,marketing,low,1
201911379,0.8,0.87,5,240,6,0,0,technical,low,1
201911393,0.39,0.57,2,157,3,0,0,sales,medium,1
201911416,0.2,0.9,6,138,3,0,0,technical,low,1
201911421,0.44,0.57,2,145,3,0,0,support,low,1
201911422,0.86,0.93,5,241,5,1,0,support,low,1
201911424,0.39,0.49,2,146,3,0,0,support,low,1
201911425,0.45,0.48,2,149,3,0,0,support,low,1
201911426,0.1,0.94,7,287,4,0,0,support,medium,1
201911432,0.36,0.5,2,147,3,0,0,technical,medium,1
201911437,0.43,0.57,2,142,3,0,0,IT,medium,1
201911469,0.78,0.86,5,256,5,0,0,sales,medium,1
201911471,0.45,0.51,2,155,3,1,0,sales,medium,1
201911476,0.44,0.47,2,156,3,1,0,sales,medium,1
201911491,0.38,0.55,2,130,3,0,0,technical,low,1
201911496,0.79,0.84,5,247,5,0,0,technical,low,1
201911501,0.11,0.83,6,253,4,0,0,support,low,1
201911503,0.1,0.83,5,271,5,0,0,support,low,1
201911504,0.4,0.46,2,155,3,0,0,support,medium,1
201911512,0.4,0.46,2,156,3,0,0,management,medium,1
201911523,0.1,0.82,7,265,4,0,0,RandD,low,1
201911526,0.1,0.8,6,261,4,0,0,RandD,low,1
201911536,0.39,0.52,2,148,3,1,0,marketing,low,1
201911560,0.77,0.82,4,217,5,0,0,hr,medium,1
201911568,0.4,0.48,2,132,3,0,0,technical,low,1
201911572,0.74,0.96,4,231,5,0,0,technical,low,1
201911577,0.6,0.85,3,250,2,0,0,support,low,1
201911578,0.36,0.54,2,158,3,0,0,support,low,1
201911582,0.73,0.96,5,256,6,1,0,support,medium,1
201911588,0.09,0.96,6,281,4,0,0,management,medium,1
201911595,0.4,0.46,2,132,3,0,0,product_mng,low,1
201911599,0.83,0.94,5,273,5,0,0,RandD,medium,1
201911605,0.87,0.94,5,219,5,0,0,marketing,low,1
201911609,0.11,0.87,6,278,5,0,0,technical,low,1
201911611,0.89,0.97,4,264,5,0,0,marketing,low,1
201911613,0.43,0.55,4,134,3,0,0,marketing,low,1
201911620,0.39,0.48,2,151,3,0,0,sales,low,1
201911630,0.86,0.97,5,269,5,0,0,sales,medium,1
201911635,0.39,0.48,2,127,3,0,0,accounting,medium,1
201911644,0.09,0.83,6,295,5,0,0,technical,low,1
201911646,0.11,0.78,6,281,4,0,0,technical,low,1
201911648,0.42,0.55,2,150,3,0,0,technical,low,1
201911651,0.77,0.98,4,238,6,0,0,support,low,1
201911652,0.11,0.85,7,244,4,0,0,support,low,1
201911657,0.84,0.85,5,260,5,0,0,support,low,1
201911668,0.44,0.55,2,128,3,0,1,IT,medium,1
201911671,0.44,0.57,2,141,3,0,0,product_mng,medium,1
201911678,0.39,0.54,2,149,3,0,0,RandD,low,1
201911679,0.75,0.89,5,276,5,0,0,RandD,low,1
201911681,0.09,0.96,7,274,5,0,0,marketing,low,1
201911682,0.83,0.94,4,264,5,0,0,sales,low,1
201911705,0.38,0.49,2,140,3,0,0,sales,medium,1
201911713,0.36,0.51,2,157,3,0,0,hr,medium,1
201911720,0.77,0.96,5,249,6,0,0,technical,low,1
201911721,0.91,1.0,4,251,6,0,0,technical,low,1
201911723,0.81,0.93,5,265,6,0,0,technical,low,1
201911735,0.11,0.88,7,275,4,0,0,support,low,1
201911739,0.86,0.88,5,268,5,0,0,technical,medium,1
201911749,0.89,0.96,4,219,6,0,0,product_mng,medium,1
201911769,0.37,0.52,2,141,3,0,0,sales,low,1
201911771,0.84,1.0,5,250,5,0,0,sales,low,1
201911780,0.38,0.52,2,128,3,0,0,sales,medium,1
201911784,0.43,0.53,2,136,3,0,0,sales,medium,1
201911785,0.43,0.51,2,149,3,1,0,accounting,medium,1
201911788,0.45,0.57,2,138,3,0,0,hr,medium,1
201911792,0.09,0.92,7,245,4,0,0,technical,medium,1
201911802,0.11,0.79,6,264,4,0,0,technical,low,1
201911808,0.11,0.94,7,280,5,0,0,support,low,1
201911822,0.11,0.88,6,294,4,0,0,IT,medium,1
201911832,0.14,0.47,4,175,2,0,0,RandD,medium,1
201911835,0.09,0.9,6,295,4,0,0,accounting,low,1
201911863,0.1,0.9,7,269,4,0,0,accounting,medium,1
201911865,0.37,0.5,2,154,3,0,0,hr,medium,1
201911883,0.09,0.89,6,282,4,0,0,support,low,1
201911884,0.37,0.54,2,157,3,0,0,support,low,1
201911892,0.37,0.49,2,138,3,0,0,technical,low,1
201911894,0.1,0.83,7,302,5,0,0,IT,medium,1
201911899,0.44,0.53,2,155,3,0,0,product_mng,medium,1
201911917,0.44,0.52,2,149,3,0,0,marketing,low,1
201911922,0.82,0.94,5,236,5,0,0,sales,low,1
201911932,0.43,0.51,2,128,3,0,0,sales,low,1
201911941,0.4,0.47,2,136,3,0,0,hr,medium,1
201911945,0.76,0.89,5,238,5,0,0,technical,high,1
201911946,0.73,0.93,5,162,4,0,0,technical,low,1
201911950,0.91,0.99,5,254,5,0,0,technical,medium,1
201911955,0.89,0.88,5,228,5,1,0,support,low,1
201911957,0.4,0.48,2,155,3,0,0,support,low,1
201911959,0.4,0.57,2,151,3,0,0,support,low,1
201911966,0.84,0.94,5,262,5,0,0,technical,low,1
201911984,0.43,0.48,2,136,3,0,0,RandD,high,1
201911988,0.84,0.84,5,238,5,0,0,support,medium,1
201912015,0.59,0.87,3,268,4,0,0,accounting,medium,0
201912020,0.48,0.84,4,252,3,0,0,technical,medium,0
201912032,0.67,0.57,2,160,4,0,0,support,low,0
201912039,0.51,0.8,3,218,2,1,0,support,low,0
201912044,0.33,0.88,6,260,3,0,0,technical,low,0
201912052,0.73,0.69,4,171,3,0,0,product_mng,medium,0
201912058,0.7,0.52,4,255,3,0,0,RandD,medium,0
201912061,0.7,0.53,4,178,2,0,0,marketing,medium,0
201912070,0.53,0.81,3,226,3,1,0,sales,low,0
201912079,0.69,0.57,5,245,2,1,0,sales,low,0
201912083,0.33,0.45,6,239,3,0,0,sales,low,0
201912086,0.81,0.62,3,100,3,0,0,sales,low,0
201912099,0.76,0.74,5,132,3,0,0,technical,medium,0
201912115,0.35,0.5,5,227,2,0,0,support,low,0
201912147,0.27,0.59,5,226,5,0,0,sales,low,0
201912151,0.69,0.74,3,215,2,0,0,sales,low,0
201912163,0.54,0.96,4,248,3,0,0,sales,low,0
201912166,0.9,0.92,3,152,3,0,0,accounting,low,0
201912177,0.82,0.73,4,195,5,1,0,technical,medium,0
201912190,0.92,0.91,4,222,2,0,0,support,low,0
201912195,0.83,0.65,4,162,3,0,0,technical,low,0
201912197,0.7,0.87,3,260,2,0,0,management,low,0
201912200,0.78,0.84,3,233,3,1,0,IT,low,0
201912201,0.89,0.53,5,272,3,0,0,IT,low,0
201912209,0.6,0.89,3,167,4,0,0,RandD,medium,0
201912217,0.97,0.6,3,162,3,0,0,technical,medium,0
201912221,0.75,0.51,4,138,4,0,0,marketing,medium,0
201912231,0.93,0.8,4,248,3,0,0,sales,low,0
201912234,0.7,0.89,6,214,2,0,0,sales,low,0
201912242,0.96,1.0,5,162,3,0,0,accounting,low,0
201912245,0.72,0.56,4,176,2,0,0,hr,medium,0
201912250,0.9,0.48,4,204,3,0,0,technical,medium,0
201912252,0.62,0.38,3,257,3,0,0,technical,medium,0
201912259,0.99,0.57,3,176,4,1,0,support,medium,0
201912261,0.75,0.68,3,150,2,1,0,support,medium,0
201912276,0.94,0.74,5,171,3,0,0,IT,low,0
201912280,0.96,0.45,6,232,2,1,0,product_mng,low,0
201912282,0.18,0.94,3,187,6,1,0,product_mng,low,0
201912292,0.96,0.99,3,148,3,0,0,support,medium,0
201912298,0.98,0.74,3,164,3,0,0,sales,medium,0
201912301,0.51,0.41,6,106,5,0,0,sales,medium,0
201912319,0.55,0.84,3,237,3,0,0,accounting,low,0
201912322,1.0,0.65,4,202,4,1,0,hr,low,0
201912323,0.77,0.93,4,171,2,0,0,hr,medium,0
201912343,0.96,0.62,5,128,5,0,0,support,low,0
201912352,0.81,0.85,3,263,3,1,0,IT,low,0
201912354,0.89,0.83,3,164,3,0,0,IT,low,0
201912367,0.22,0.74,3,199,6,0,0,accounting,medium,0
201912369,0.72,0.88,2,247,3,0,0,technical,medium,0
201912376,0.72,0.51,3,160,3,0,0,sales,medium,0
201912383,0.6,0.6,3,258,3,0,0,sales,low,0
201912386,0.9,0.67,3,179,2,0,0,sales,low,0
201912389,0.72,0.51,3,235,2,0,0,sales,low,0
201912394,0.33,0.4,4,212,2,1,0,accounting,low,0
201912395,0.94,0.93,4,220,3,0,0,accounting,low,0
201912396,0.77,0.49,4,266,2,0,0,hr,low,0
201912403,0.93,0.84,5,135,3,0,0,technical,medium,0
201912410,0.83,0.52,4,273,3,0,0,technical,medium,0
201912417,0.81,0.68,5,230,2,0,0,support,medium,0
201912423,0.61,0.68,5,225,4,0,0,technical,low,0
201912440,0.66,0.58,3,205,3,0,0,RandD,medium,0
201912442,0.22,0.55,4,261,3,1,0,sales,medium,0
201912463,0.63,0.8,3,205,2,0,0,sales,low,0
201912477,0.58,0.77,4,196,2,1,0,technical,low,0
201912481,0.56,0.9,3,235,2,0,0,technical,medium,0
201912482,0.63,0.96,4,167,2,0,0,technical,medium,0
201912494,0.4,0.99,4,214,6,1,0,support,medium,0
201912516,0.73,0.85,5,245,3,0,0,RandD,low,0
201912529,0.24,0.6,4,195,5,0,0,sales,medium,0
201912530,0.71,0.63,3,254,3,1,0,sales,high,0
201912538,0.56,0.49,5,163,3,0,0,sales,low,0
201912540,0.68,0.75,6,274,5,0,0,sales,low,0
201912542,0.83,0.93,5,241,3,0,0,sales,low,0
201912553,0.3,0.37,6,278,3,0,0,technical,low,0
201912579,0.53,0.88,3,157,3,0,0,IT,low,0
201912581,0.86,0.93,5,208,2,0,0,IT,low,0
201912582,0.63,0.96,5,152,3,0,0,IT,low,0
201912590,0.82,0.59,5,201,3,0,0,RandD,low,0
201912597,0.76,0.64,3,189,3,0,0,accounting,medium,0
201912599,0.5,0.93,6,150,3,1,0,technical,medium,0
201912617,0.88,0.51,4,139,3,0,0,sales,low,0
201912619,0.6,0.85,3,172,2,0,0,sales,low,0
201912625,0.82,0.62,4,202,2,0,0,accounting,low,0
201912636,0.64,0.93,4,233,2,1,0,technical,medium,0
201912642,0.87,0.68,4,246,2,0,0,support,medium,0
201912645,0.68,0.51,3,259,3,0,0,support,medium,0
201912670,0.33,0.7,5,271,4,0,0,RandD,low,0
201912672,0.97,0.8,3,169,3,0,0,marketing,low,0
201912674,0.68,0.7,5,168,2,0,0,accounting,medium,0
201912679,0.79,0.61,5,96,4,0,0,marketing,medium,0
201912686,0.63,0.5,3,140,2,0,0,sales,high,0
201912704,0.76,0.93,3,271,5,0,0,hr,low,0
201912705,0.63,0.5,5,246,2,0,0,hr,low,0
201912706,0.65,0.86,4,264,2,1,0,hr,low,0
201912725,0.68,0.48,4,251,4,0,0,support,high,0
201912727,0.16,0.71,6,227,5,0,0,support,medium,0
201912737,0.74,0.64,4,101,6,1,0,IT,low,0
201912747,0.94,0.9,2,263,3,0,0,RandD,low,0
201912756,0.47,0.55,4,122,5,1,0,marketing,medium,0
201912767,0.8,0.54,4,269,3,0,0,sales,medium,0
201912770,0.76,0.4,2,122,5,0,0,sales,low,0
201912774,0.63,0.56,4,248,2,1,0,sales,low,0
201912778,0.89,0.95,4,141,3,0,0,accounting,low,0
201912786,0.71,0.88,3,140,2,0,0,technical,low,0
201912788,0.48,1.0,3,216,2,0,0,technical,low,0
201912789,0.16,0.97,6,235,3,0,0,technical,low,0
201912796,0.64,0.61,5,249,3,1,0,support,medium,0
201912798,0.57,0.72,3,202,3,1,0,support,medium,0
201912821,0.92,0.54,5,141,2,0,0,RandD,low,0
201912835,0.66,0.63,6,223,6,0,0,sales,medium,0
201912846,0.73,0.66,3,135,2,0,0,sales,medium,0
201912859,0.93,0.99,4,136,4,0,0,hr,low,0
201912868,0.44,0.68,3,140,3,0,0,technical,low,0
201912869,0.59,0.75,2,156,3,0,0,technical,medium,0
201912877,0.66,0.65,5,161,3,0,0,support,medium,0
201912878,0.51,0.65,4,269,3,0,0,support,medium,0
201912883,0.92,0.94,5,248,3,0,0,technical,medium,0
201912896,0.48,0.56,5,140,2,0,0,IT,low,0
201912899,0.74,0.41,4,250,4,0,0,RandD,low,0
201912906,0.69,0.9,2,155,2,0,0,technical,low,0
201912911,0.59,0.81,6,123,5,0,0,sales,medium,0
201912913,0.78,0.95,3,270,2,0,0,sales,medium,0
201912920,0.5,0.79,3,186,3,0,0,sales,high,0
201912922,0.79,0.89,4,240,3,0,0,sales,medium,0
201912942,0.67,0.52,2,102,6,0,0,technical,low,0
201912945,0.65,0.98,3,283,2,1,0,technical,low,0
201912947,0.51,0.79,5,267,3,0,0,technical,medium,0
201912949,0.83,0.93,4,261,2,0,0,support,medium,0
201912969,0.24,0.85,4,155,5,0,0,product_mng,low,0
201912970,0.31,0.86,3,205,5,0,0,product_mng,low,0
201912974,0.66,0.7,4,161,3,0,0,RandD,low,0
201912976,0.95,0.61,3,267,2,0,0,RandD,low,0
201912978,0.66,0.95,3,133,3,0,0,marketing,low,0
201913002,0.66,0.75,5,227,3,1,0,sales,medium,0
201913004,0.75,0.66,5,177,2,0,0,sales,low,0
201913010,0.95,0.71,3,251,2,1,0,hr,low,0
201913020,0.62,0.79,4,216,2,1,0,technical,low,0
201913027,0.74,0.86,3,221,2,0,0,support,medium,0
201913036,0.34,0.82,6,197,5,1,0,technical,medium,0
201913042,0.72,0.8,5,244,3,0,0,IT,medium,0
201913049,0.82,0.82,5,285,2,1,0,IT,low,0
201913053,0.99,0.51,4,232,3,0,0,RandD,low,0
201913059,0.54,0.59,3,200,3,0,0,technical,low,0
201913060,0.25,0.65,3,264,4,0,0,management,low,0
201913062,0.48,0.39,4,272,3,0,0,marketing,low,0
201913068,0.89,0.61,3,175,4,0,0,sales,medium,0
201913073,0.15,0.85,3,199,2,0,0,sales,medium,0
201913078,0.81,0.66,3,181,2,1,0,sales,medium,0
201913107,0.45,0.39,2,167,3,0,0,support,medium,0
201913118,0.75,0.96,3,138,2,0,0,IT,medium,0
201913123,0.84,0.68,3,231,3,0,0,product_mng,low,0
201913134,0.35,0.69,3,141,2,1,0,support,low,0
201913140,0.55,0.92,3,198,3,0,0,sales,low,0
201913150,0.73,0.48,4,139,5,0,0,sales,medium,0
201913151,0.88,0.74,5,245,2,0,0,sales,medium,0
201913155,0.87,0.52,3,158,2,1,0,sales,low,0
201913159,0.63,0.64,3,174,2,0,0,accounting,medium,0
201913165,0.15,0.93,4,185,5,0,0,hr,low,0
201913166,0.81,0.83,4,259,3,1,0,technical,low,0
201913170,0.72,0.82,5,287,3,0,0,technical,medium,0
201913171,0.84,0.37,5,186,2,0,0,technical,medium,0
201913175,0.71,0.64,4,189,3,0,0,technical,medium,0
201913194,0.49,0.58,5,186,2,0,0,IT,high,0
201913196,0.89,0.81,4,228,4,0,0,IT,high,0
201913198,0.94,0.77,5,210,3,0,0,product_mng,high,0
201913207,0.4,0.38,3,280,2,0,0,marketing,low,0
201913208,0.57,0.6,3,218,3,0,0,sales,low,0
201913213,0.52,0.95,5,234,3,0,0,marketing,low,0
201913215,0.93,0.94,4,156,3,1,0,marketing,low,0
201913216,0.34,0.63,5,248,3,0,0,sales,low,0
201913222,0.63,0.7,5,182,3,0,0,sales,medium,0
201913225,0.48,0.94,3,162,3,1,0,sales,medium,0
201913249,0.76,0.62,3,150,2,1,0,technical,medium,0
201913253,0.95,0.67,3,183,3,0,0,support,medium,0
201913260,0.62,0.58,3,202,2,0,0,support,medium,0
201913262,1.0,0.87,4,129,5,0,0,support,medium,0
201913264,0.58,0.73,3,165,2,0,0,technical,medium,0
201913266,0.66,0.8,4,183,2,1,0,technical,medium,0
201913269,0.74,0.63,4,170,2,0,0,IT,medium,0
